Trade_Time,Price_USD,Volume_BTC,Symbol
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.625,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.647,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.648,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.005,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.012,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.004,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.025,BTCUSDT
2025-10-08 18:08:00.445,123824.1,0.002,BTCUSDT
2025-10-08 18:08:00.445,123824.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123824.0,0.002,BTCUSDT
2025-10-08 18:08:00.445,123823.9,0.001,BTCUSDT
2025-10-08 18:08:00.445,123823.9,0.002,BTCUSDT
2025-10-08 18:08:00.445,123823.3,0.071,BTCUSDT
2025-10-08 18:08:00.445,123823.3,0.007,BTCUSDT
2025-10-08 18:08:00.445,123823.2,0.002,BTCUSDT
2025-10-08 18:08:00.445,123823.0,0.002,BTCUSDT
2025-10-08 18:08:00.445,123823.0,0.001,BTCUSDT
2025-10-08 18:08:00.445,123822.9,0.002,BTCUSDT
2025-10-08 18:08:00.445,123822.6,0.011,BTCUSDT
2025-10-08 18:08:00.445,123822.2,0.002,BTCUSDT
2025-10-08 18:08:00.445,123822.2,0.001,BTCUSDT
2025-10-08 18:08:00.445,123822.2,0.014,BTCUSDT
2025-10-08 18:08:00.445,123822.1,0.003,BTCUSDT
2025-10-08 18:08:00.445,123822.1,0.01,BTCUSDT
